participant_id;staff;time;coach_nr_years_head;coach_nr_years_head_alone;coach_nr_years_head_with_ass;coach_nr_years_ass;coach_nr_years_shared_leadership;personality_neurotism;personality_extrovert;personality_openness;personality_agreeableness;personality_conscientiousness;transformational_leadership;shared_leadership_general;shared_leadership_specific;role;collaboration;psych_safety;personality_neurotism_1;personality_neurotism_2;personality_neurotism_3;personality_extrovert_1;personality_extrovert_2;personality_extrovert_3;personality_openness_1;personality_openness_2;personality_openness_3;personality_agreeableness_1;personality_agreeableness_2;personality_agreeableness_3;personality_conscientiousness_1;personality_conscientiousness_2;personality_conscientiousness_3;transformational_leadership_1;transformational_leadership_2;transformational_leadership_3;transformational_leadership_4;transformational_leadership_5;transformational_leadership_6;transformational_leadership_7;shared_leadership_1;shared_leadership_2;shared_leadership_3;shared_leadership_4;shared_leadership_5;shared_leadership_6;shared_leadership_7;shared_leadership_8;shared_leadership_9;performance_training;performance_game;role_1;role_2;role_3;collaboration_1;collaboration_2;collaboration_3;collaboration_4;psych_safety_1;psych_safety_2;psych_safety_3;psych_safety_4;psych_safety_5;psych_safety_6;psych_safety_7;basic_needs_autonomy;basic_needs_competence;basic_needs_relatedness;transformational_leadership_change;transformational_leadership_1_change;transformational_leadership_2_change;transformational_leadership_3_change;transformational_leadership_4_change;transformational_leadership_5_change;transformational_leadership_6_change;transformational_leadership_7_change;shared_leadership_general_change;shared_leadership_specific_change;shared_leadership_1_change;shared_leadership_2_change;shared_leadership_3_change;shared_leadership_4_change;shared_leadership_5_change;shared_leadership_6_change;shared_leadership_7_change;shared_leadership_8_change;shared_leadership_9_change;role_change;role_1_change;role_2_change;role_3_change;collaboration_change;collaboration_1_change;collaboration_2_change;collaboration_3_change;collaboration_4_change;psych_safety_change;psych_safety_1_change;psych_safety_2_change;psych_safety_3_change;psych_safety_4_change;psych_safety_5_change;psych_safety_6_change;psych_safety_7_change;performance_training_change;performance_game_change;basic_needs_autonomy_change;basic_needs_competence_change;basic_needs_relatedness_change;transformational_leadership_change_cat;transformational_leadership_1_change_cat;transformational_leadership_2_change_cat;transformational_leadership_3_change_cat;transformational_leadership_4_change_cat;transformational_leadership_5_change_cat;transformational_leadership_6_change_cat;transformational_leadership_7_change_cat;shared_leadership_general_change_cat;shared_leadership_specific_change_cat;shared_leadership_1_change_cat;shared_leadership_2_change_cat;shared_leadership_3_change_cat;shared_leadership_4_change_cat;shared_leadership_5_change_cat;shared_leadership_6_change_cat;shared_leadership_7_change_cat;shared_leadership_8_change_cat;shared_leadership_9_change_cat;role_change_cat;role_1_change_cat;role_2_change_cat;role_3_change_cat;collaboration_change_cat;collaboration_1_change_cat;collaboration_2_change_cat;collaboration_3_change_cat;collaboration_4_change_cat;psych_safety_change_cat;psych_safety_1_change_cat;psych_safety_2_change_cat;psych_safety_3_change_cat;psych_safety_4_change_cat;psych_safety_5_change_cat;psych_safety_6_change_cat;psych_safety_7_change_cat;performance_training_change_cat;performance_game_change_cat;basic_needs_autonomy_change_cat;basic_needs_competence_change_cat;basic_needs_relatedness_change_cat
s485981199;DU16;Innan säsong;20;1;19;3;1;1,33333333333333;5,33333333333333;4,33333333333333;5,66666666666667;6,00000000000000;4,57142857142857;5,00000000000000;5,00000000000000;5,00000000000000;5,00000000000000;5,00000000000000;1;1;2;4;5;7;5;3;5;6;5;6;6;6;6;5;5;4;5;4;5;4;5;5;5;5;5;5;5;5;5;4;NA;5;5;5;5;5;5;NA;5;5;5;5;5;5;5;5;5;5;0,142857142857143;-1;0;1;0;1;0;0;0,000000000000000;0,000000000000000;0;0;0;0;0;0;0;0;0;-0,333333333333333;0;0;-1;-0,333333333333333;0;-1;0;NA;-0,142857142857143;0;-1;0;0;0;0;0;-1;NA;0;0;0;Sänkning;Sänkning;Sänkning;Höjning;Sänkning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Sänkning;Sänkning
s485981199;DU16;Efter säsong;20;1;19;3;1;1,33333333333333;5,33333333333333;4,33333333333333;5,66666666666667;6,00000000000000;4,71428571428571;5,00000000000000;5,00000000000000;4,66666666666667;4,66666666666667;4,85714285714286;1;1;2;4;5;7;5;3;5;6;5;6;6;6;6;4;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;3;4;5;5;4;5;4;5;4;5;4;5;5;5;5;5;5;5;5;0,142857142857143;-1;0;1;0;1;0;0;0,000000000000000;0,000000000000000;0;0;0;0;0;0;0;0;0;-0,333333333333333;0;0;-1;-0,333333333333333;0;-1;0;NA;-0,142857142857143;0;-1;0;0;0;0;0;-1;NA;0;0;0;Sänkning;Sänkning;Sänkning;Höjning;Sänkning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Sänkning;Sänkning
s494748976;DU18;Innan säsong;10;0;10;4;3;2,00000000000000;3,33333333333333;4,00000000000000;5,66666666666667;5,00000000000000;4,28571428571429;4,00000000000000;4,16666666666667;4,00000000000000;3,66666666666667;4,28571428571429;2;2;2;3;4;3;5;3;4;6;5;6;6;3;6;4;5;5;4;5;3;4;4;4;4;5;4;4;4;4;4;3;NA;4;4;4;4;4;3;NA;4;3;5;4;5;5;4;5;3;5;-0,571428571428571;0;-1;-2;0;0;0;-1;-0,333333333333333;0,166666666666666;0;-1;0;0;1;1;-1;0;0;0,000000000000000;0;1;-1;-0,333333333333333;-1;0;0;NA;0,142857142857143;1;1;0;0;0;0;-1;1;NA;-1;1;0;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Höjning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Höjning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Höjning;NA;Sänkning;Höjning;Sänkning
s494748976;DU18;Efter säsong;10;0;10;4;3;2,00000000000000;3,33333333333333;4,00000000000000;5,66666666666667;5,00000000000000;3,71428571428571;3,66666666666667;4,33333333333333;4,00000000000000;3,33333333333333;4,42857142857143;2;2;2;3;4;3;5;3;4;6;5;6;6;3;6;4;4;3;4;5;3;3;4;3;4;5;5;5;3;4;4;4;2;4;5;3;3;4;3;4;5;4;5;4;5;5;3;4;4;5;-0,571428571428571;0;-1;-2;0;0;0;-1;-0,333333333333333;0,166666666666666;0;-1;0;0;1;1;-1;0;0;0,000000000000000;0;1;-1;-0,333333333333333;-1;0;0;NA;0,142857142857143;1;1;0;0;0;0;-1;1;NA;-1;1;0;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Höjning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Höjning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Höjning;NA;Sänkning;Höjning;Sänkning
s632395026;DU16;Innan säsong;30;7;10;7;6;3,33333333333333;7,00000000000000;3,66666666666667;6,00000000000000;6,66666666666667;4,42857142857143;5,00000000000000;5,00000000000000;5,00000000000000;4,66666666666667;4,28571428571429;4;4;2;7;7;7;4;3;4;6;6;6;7;7;6;5;5;5;5;4;4;3;5;5;5;5;5;5;5;5;5;5;NA;5;5;5;5;5;4;NA;5;3;5;3;5;5;4;4;4;4;0,142857142857142;-1;0;0;0;1;0;1;0,000000000000000;-0,333333333333333;0;0;0;0;0;-1;0;0;-1;-1,000000000000000;-1;-1;-1;-0,666666666666667;-1;-1;0;NA;0,000000000000000;-4;2;0;2;0;0;0;-2;NA;0;0;0;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Höjning;Sänkning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Sänkning;Höjning;Sänkning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Sänkning;Sänkning
s632395026;DU16;Efter säsong;30;7;10;7;6;3,33333333333333;7,00000000000000;3,66666666666667;6,00000000000000;6,66666666666667;4,57142857142857;5,00000000000000;4,66666666666667;4,00000000000000;4,00000000000000;4,28571428571429;4;4;2;7;7;7;4;3;4;6;6;6;7;7;6;4;5;5;5;5;4;4;5;5;5;5;5;4;5;5;4;3;4;4;4;4;4;4;4;4;1;5;5;5;5;5;4;4;4;4;0,142857142857142;-1;0;0;0;1;0;1;0,000000000000000;-0,333333333333333;0;0;0;0;0;-1;0;0;-1;-1,000000000000000;-1;-1;-1;-0,666666666666667;-1;-1;0;NA;0,000000000000000;-4;2;0;2;0;0;0;-2;NA;0;0;0;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Höjning;Sänkning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Sänkning;Höjning;Sänkning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Sänkning;Sänkning
s691725724;DU16;Innan säsong;31;25;8;7;2;4,66666666666667;6,00000000000000;3,66666666666667;4,66666666666667;6,00000000000000;4,14285714285714;3,66666666666667;4,83333333333333;5,00000000000000;4,33333333333333;4,71428571428571;5;5;4;6;6;6;5;2;4;4;4;6;6;6;6;4;4;4;5;4;4;4;4;3;4;5;5;5;4;5;5;4;NA;5;5;5;4;4;5;NA;5;5;5;4;5;5;4;4;4;4;0,142857142857142;-1;1;0;0;1;0;0;1,000000000000000;-1,166666666666667;0;2;1;-1;-1;-2;0;-1;-2;-1,333333333333333;-1;-2;-1;0,000000000000000;0;1;-1;NA;-0,142857142857143;0;-1;0;0;0;0;0;-1;NA;0;-1;0;Sänkning;Sänkning;Höjning;Sänkning;Sänkning;Höjning;Sänkning;Sänkning;Höjning;Sänkning;Sänkning;Höjning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Höjning;Sänkning;NA;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Sänkning;Sänkning
s691725724;DU16;Efter säsong;31;25;8;7;2;4,66666666666667;6,00000000000000;3,66666666666667;4,66666666666667;6,00000000000000;4,28571428571429;4,66666666666667;3,66666666666667;3,66666666666667;4,33333333333333;4,57142857142857;5;5;4;6;6;6;5;2;4;4;4;6;6;6;6;3;5;4;5;5;4;4;4;5;5;4;4;3;4;4;3;3;4;4;3;4;4;5;4;2;5;4;5;4;5;5;4;4;3;4;0,142857142857142;-1;1;0;0;1;0;0;1,000000000000000;-1,166666666666667;0;2;1;-1;-1;-2;0;-1;-2;-1,333333333333333;-1;-2;-1;0,000000000000000;0;1;-1;NA;-0,142857142857143;0;-1;0;0;0;0;0;-1;NA;0;-1;0;Sänkning;Sänkning;Höjning;Sänkning;Sänkning;Höjning;Sänkning;Sänkning;Höjning;Sänkning;Sänkning;Höjning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Höjning;Sänkning;NA;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Sänkning;Sänkning
s704011544;DU18;Innan säsong;15;7;2;4;0;3,00000000000000;4,33333333333333;6,00000000000000;5,66666666666667;6,66666666666667;4,85714285714286;4,00000000000000;3,66666666666667;4,00000000000000;3,66666666666667;4,00000000000000;6;2;1;5;6;2;5;6;7;6;4;7;7;7;6;5;5;5;5;4;5;5;4;4;4;4;3;4;4;3;4;4;NA;4;4;4;4;3;4;NA;4;4;5;3;5;3;4;4;4;4;-0,142857142857142;-2;0;0;0;1;0;0;-1,000000000000000;-0,833333333333333;-1;-1;-1;-1;0;-1;-2;0;-1;-1,333333333333333;-2;-1;-1;-0,666666666666667;-1;0;-1;NA;-0,857142857142857;0;-1;-2;0;-1;-1;-1;-2;NA;-1;-1;-1;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Sänkning;Sänkning
s704011544;DU18;Efter säsong;15;7;2;4;0;3,00000000000000;4,33333333333333;6,00000000000000;5,66666666666667;6,66666666666667;4,71428571428571;3,00000000000000;2,83333333333333;2,66666666666667;3,00000000000000;3,14285714285714;6;2;1;5;6;2;5;6;7;6;4;7;7;7;6;3;5;5;5;5;5;5;3;3;3;3;3;3;2;3;3;2;2;2;3;3;3;3;3;3;4;3;3;3;4;2;3;3;3;3;-0,142857142857142;-2;0;0;0;1;0;0;-1,000000000000000;-0,833333333333333;-1;-1;-1;-1;0;-1;-2;0;-1;-1,333333333333333;-2;-1;-1;-0,666666666666667;-1;0;-1;NA;-0,857142857142857;0;-1;-2;0;-1;-1;-1;-2;NA;-1;-1;-1;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Höjning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;Sänkning;NA;Sänkning;Sänkning;Sänkning
s722867621;HU16;Innan säsong;10;10;10;10;10;4,66666666666667;4,00000000000000;3,66666666666667;5,00000000000000;4,66666666666667;3,14285714285714;3,66666666666667;3,50000000000000;NA;NA;NA;5;3;6;5;6;1;4;2;5;3;6;6;6;2;6;2;4;4;2;4;3;3;4;3;4;3;4;3;4;3;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
s722867621;HU16;Efter säsong;10;10;10;10;10;4,66666666666667;4,00000000000000;3,66666666666667;5,00000000000000;4,66666666666667;NA;NA;NA;NA;NA;NA;5;3;6;5;6;1;4;2;5;3;6;6;6;2;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
s778049603;HU20;Innan säsong;15;1;14;7;1;1,00000000000000;5,00000000000000;4,66666666666667;5,66666666666667;6,33333333333333;3,28571428571429;3,33333333333333;4,66666666666667;NA;NA;NA;1;1;1;5;6;4;6;5;3;3;7;7;7;6;6;3;5;2;5;2;3;3;3;4;3;5;4;4;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
s778049603;HU20;Efter säsong;15;1;14;7;1;1,00000000000000;5,00000000000000;4,66666666666667;5,66666666666667;6,33333333333333;NA;NA;NA;NA;NA;NA;1;1;1;5;6;4;6;5;3;3;7;7;7;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
s839823061;DU20;Innan säsong;13;8;8;7;0;1,66666666666667;7,00000000000000;5,33333333333333;6,33333333333333;6,00000000000000;4,14285714285714;5,00000000000000;2,33333333333333;1,66666666666667;2,33333333333333;1,85714285714286;2;2;1;7;7;7;5;4;7;6;6;7;6;6;6;4;4;5;4;4;4;4;5;5;5;3;2;2;4;2;1;3;NA;1;2;2;1;3;3;NA;2;1;3;1;2;3;1;2;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
s839823061;DU20;Efter säsong;13;8;8;7;0;1,66666666666667;7,00000000000000;5,33333333333333;6,33333333333333;6,00000000000000;NA;NA;NA;NA;NA;NA;2;2;1;7;7;7;5;4;7;6;6;7;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
s867750837;DU18;Innan säsong;15;12;3;8;0;1,33333333333333;4,66666666666667;5,00000000000000;6,33333333333333;5,33333333333333;4,00000000000000;2,66666666666667;4,00000000000000;4,33333333333333;4,33333333333333;4,28571428571429;2;1;1;5;5;4;4;5;6;5;7;7;5;6;5;4;5;4;4;3;4;4;3;3;2;4;5;4;3;4;4;3;NA;4;5;4;4;4;5;NA;5;3;5;4;4;5;4;4;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
s867750837;DU18;Efter säsong;15;12;3;8;0;1,33333333333333;4,66666666666667;5,00000000000000;6,33333333333333;5,33333333333333;NA;NA;NA;NA;NA;NA;2;1;1;5;5;4;4;5;6;5;7;7;5;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
s876443028;HU20;Innan säsong;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,00000000000000;3,33333333333333;3,71428571428571;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;3;3;3;4;3;3;NA;4;4;5;3;5;1;4;4;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
s876443028;HU20;Efter säsong;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
s888678970;DU20;Innan säsong;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
s888678970;DU20;Efter säsong;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,85714285714286;2,33333333333333;3,00000000000000;2,33333333333333;2,00000000000000;3,57142857142857;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;4;2;4;1;4;1;2;4;3;4;2;3;2;4;2;3;1;4;2;1;3;2;5;4;4;4;4;5;3;1;4;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
s923383536;HU20;Innan säsong;13;5;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;3,66666666666667;4,00000000000000;4,14285714285714;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;3;4;4;4;4;4;NA;5;4;5;4;5;3;3;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,333333333333333;2;1;1;1,000000000000000;1;1;1;NA;0,285714285714286;-4;1;0;1;0;2;2;1;NA;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Höjning;Höjning;Höjning;Höjning;Höjning;Höjning;Höjning;Höjning;NA;Sänkning;Sänkning;Höjning;Sänkning;Höjning;Sänkning;Höjning;Höjning;Höjning;NA;Sänkning;Sänkning;Höjning
s923383536;HU20;Efter säsong;13;5;0;1;0;NA;NA;NA;NA;NA;4,57142857142857;4,66666666666667;5,00000000000000;5,00000000000000;5,00000000000000;4,42857142857143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;5;5;5;4;5;4;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;1;5;5;5;5;5;5;4;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,333333333333333;2;1;1;1,000000000000000;1;1;1;NA;0,285714285714286;-4;1;0;1;0;2;2;1;NA;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Höjning;Höjning;Höjning;Höjning;Höjning;Höjning;Höjning;Höjning;NA;Sänkning;Sänkning;Höjning;Sänkning;Höjning;Sänkning;Höjning;Höjning;Höjning;NA;Sänkning;Sänkning;Höjning
